93,67,79,100,93,93,101,58,58,57,82,96;0
82,67,57,67,80;9
57,58,68,139,88,139,67,88,68,67,88,68,133,100,75;7
101,67;1
130,93,79,67,68,100,108,88,61,93,79,58,108;12
108,108,108,100,57,82,108,146,75,131;6
140;2
130,88,68,88,100,130,130,130,101,92,93,58,96,67,82;0
67,88,68,80;7
131,100,88,139;1
88,68,59;1
90,141,68,84,72;8
120,66,141,142,90,67,81;11
81,104,120,96,58,88,88,68,88,88,97;7
72,73,55,84,72,72;8
54,54,63,80,91,55,80,84,80,91,137,70,66,95,130,137,91,55,84,55,143,143,70,53,84,70,91,91,144,55,84,54,54,70,55,91,144,137,55,54,54,54,53,84,91,59,91,137,53,143,53,143,91,143;3
137,91,70,80,70,66,69,70,80,91,63,70,94;12
140,73,55,70,94,84,70,141,90,130,57,130,53,93,73,72,126,91,137,91,73,72,131,70,91,91,131,91;3
130,68;1
130,100,68;1
131,84,72,131,72,80;8
100;1
73,61,73,141,90,139,79,80,91,137,84;9
140,90,141,142;11
100,88,68;1
130,88,130;1
62,81,62;6
131,119,140,140,91,140,140,140,119,73,97,80,91,55,84,131,59,91,137;5
120,101,58,130,68,88,130,130,67,130,130,57,79;7
67,82,62,81,100,93,67,57,140,93;0
88,68,58,57,73,72,84;1
93,93,67,57;0
93,62,92,62,141,90,67,75,141,90,141,90,75,57,96,55,84,73,145;6
84,53,91,91,137,143,61,143,91,91,144,135,91,137,135,135,91,144,137,91,84,140,140,137,55,137,84;3
71,66,63,57;10
100,88,68,91,63,80,91,72,73,55,84,72,84;12
137,72,131,72,84,131,72;5
67,67,57,100,88,68,75;7
131,119,59,73,105,55,84,131,70,91,137;5
82,66,70,137,137,82,82,82,82,82,82,82,82,82,140;6
57,101,58,68,88,57,88,130,67;7
140,137,73,55,94,91,84,55,84,95,55,91,137,72,137,55,84,84,137,55,53,70,91,137,84,62;3
96,120,53,80,63;9
62,67,93,67,57,100,93;0
59,73,72,70;10
130,100,88,68;1
101,57,58,68,88,139;7
139,81,101,88,68,57,58,81,88,68,88,68,67,88,68,57,71;7
100,68,73,72,131,137,92,53,84;3
130,57,101,139,140;1
70,66;10
90,93,142,67,93,93,93,67,57,96,92;0
132,135,91,66,81,70,81;10
100,67,57;0
80,143,55,54;5
93,93,93,93,55,80,91,137,96,84,91,141;4
130,88,88,88,130;1
129,80,137,137,91,84;9
131,75,105,131,137,70,131,68,143,84,53,80,70,53,72,84,80,91,51,91,137;5
58,57,57,82,68;1
78,73,83,51,80,53,55,63,84,70,66,70,138,132,80,63,63,70,138,132,73,72,55,70,91,131,131,131,59,66,131,131,131,131,131;12
140;2
84,100,68,92,62,58,67,67,68,57,86,75,135,91;6
130,88,68,92,94;1
82,82,62,75,146;6
130,88,68,79,88,68,88,68,58,57,79,79,79,53,55,84,91,91,143;12
100,68,73,72,131,137;1
130,100,68,58,57,130;1
90,141,142;11
82,96,75,57,101,58,68,57,88;7
88,68;1
57,75,139;6
100,68;1
140,73,143,137,55,143,84,143,84,137,91,137,80,91;3
101,130,93,100,93,93;0
140,104,120,137,130,55,91,137,52,100,88,130,137,84,137,137;4
100,68;1
67,68;7
88,68,58,68,57,101,139;7
70,140;10
130,67;1
100,68,139;1
137,91,137,80,91,101;9
68,88,100;1
58,57,80,59,66,95,63,106,94,53,84,52,55,80,70,90,141,91,137,91,91,126,91,137,91,143,90,142,143,142,70;3
141,90,84;11
88,68,84,72;1
67,81,100,88,68,58,57,67;1
96,68,58,100;1
140,139,96,76,68,57,67,100,68,71;1
81,139,140;2
100,70,129,70,84,53,55,80,59,135,66,137,72,83,83,68,79,137,139,92,129,141,90,142,129,91,54,54,53,137,137,61,73,91,137,91,129,129,54,54,84,70;3
67,100,101,57,58,67,82,71;1
100,137;1
75,146;6
137,91,91,137,91,137,143,143,131,91,137,131,84,131,55,84,131,91,91,137,73,131,131,80,91;4
68,80,61;9
91,126,137,91,143,143;3
88,68;1
88,68,84,72;8
100,67;1
58,68,88,96,67,58,71;7
140,75,131,75,131,140;8
54,93,81,61,67,101,93,93,93,67,58,57,100,96,92,82;0
100,88,68,130,130,141,142;1
96,81,58,131,137,81,88,68,131,131,101,131,82;5
140,80,91;9
66,141,90,142,88,68,68;11
137,82,75,92,140,104;6
68,72,73,51;8
100,68,81,101,93,137,93,58,57,67,93,58,68,88,57,67,100,68,67,76;0
84,141,90;11
93,100,67;1
68,107;1
84,137,92,82,82,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84,52,52,70,52,70,52,52,52,52,52,60,60,60,60,60,60,60,60,60,60,60,60;10
130,71,100,88,68,139,100,88,68,88,130;1
70,132,132,70;10
84,72,73,70,135,91,73,58;5
139,130,101,67,67,58,68,88,100,88,68,139;7
140,53,72,137,143,68;5
84,55,80,63,53,70,70,141,90,142,140;12
140,137,131,53,84,131;3
100,93,68,80,91,66;1
100,88;1
81,53,84,80,70,73,95,59,66,66,66,66,76;17
71,101,91,57,58,68,67,68,58,57,68,96;7
140,104,98,66,91,91,61,80,92;9
75,96,67,79,100,86,57,68,68,58,105;6
130,100,88,88,88,130,130,57;1
82,88,100,90,141;11
92,94,106,90,141,142,139,91,137,70,80,91,91,126,137,91,91,143,143;4
139,130,88,68;1
130,100;1
67,58,57,81,100,101;1
75,80,54;9
96,75,75,75,53,55,84;6
130,101,68;1
88,68,80,91;9
129,129,129,129,129,106,140,140,62,75,84,55,59,98,72,84,129,132,138,137,132,137,132,137,135,135,137,135,98,98,70,70,98,94,70,129,129,84,129,53,84;3
