120,101,58,130,68,88,130,130,67,130,130,57,79;7
62,81,62;6
93,93,93,93,55,80,91,137,96,84,91,141;4
84,100,68,84;1
81,53,84,80,70,73,95,59,66,66,66,66,76;17
90,141,68,84,72;8
93,67,79,100,93,93,101,58,58,57,82,96;0
129,129,129,129,129,106,140,140,62,75,84,55,59,98,72,84,129,132,138,137,132,137,132,137,135,135,137,135,98,98,70,70,98,94,70,129,129,84,129,53,84;3
140,92,57,137,53,55,143,137,143,84,120,72,73,137,91,80,91,76;4
139,81,101,88,68,57,58,81,88,68,88,68,67,88,68,57,71;7
72,73,55,84,72,72;8
140,57,58;7
68,88,100;1
100,68,73,72,131,137;1
59,73,72,70;10
53,55,84,80,84,91,70,59,95,59,59,70,70,141,90;10
108,93,101,71,67,58,93,93,93,93;0
82,82,62,75,146;6
101,79,139,100,67;1
137,91,137,80,91,101;9
130,100,88,68,81;1
100,88,68,91,63,80;1
100,67,57;0
130,57,101,139,140;1
84,137,92,82,82,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84,52,52,70,52,70,52,52,52,52,52,60,60,60,60,60,60,60,60,60,60,60,60;10
57,101,58,68,88,57,88,130,67;7
88,68;1
58,68,88,67;7
140,53,84,91,137,91,143,139,143,84,91,137;8
130,68;1
100,88,68,130,130,141,142;1
100,70,129,70,84,53,55,80,59,135,66,137,72,83,83,68,79,137,139,92,129,141,90,142,129,91,54,54,53,137,137,61,73,91,137,91,129,129,54,54,84,70;3
93,93,67,57;0
141,90,142,91,137,137;11
130,88,68,57,130,67;1
71,101,91,57,58,68,67,68,58,57,68,96;7
62,75,81,131;6
71,66,63,57;10
68,67,88,58,57;1
130,93,79,67,68,100,108,88,61,93,79,58,108;12
73,72,58,68,88,57,101,88,68,139;7
57,137;1
140,101,68;1
53,80,75,141,90,141,90;11
82,130,82;6
140,73,143,137,55,143,84,143,84,137,91,137,80,91;3
130,96,100,68;1
88,68,80,91;1
88,68,59;1
55,84,131,131,72,107,73,72,58,68,88;5
140,55,84,91,91,143,143,84,91,91,143,143,84,91,137,91,131,131;3
84,72,73,70,135,91,73,58;5
67,88,68,80;7
90,141,142,142;11
101,58,68,57,67;7
62,67,93,67,57,100,93;0
80,91,139;9
100;1
68,80,61;9
54,93,81,61,67,101,93,93,93,67,58,57,100,96,92,82;0
96,101,88,88,68,88,68,88,88,57,58,88,88,57,88,130,96;7
130,67;1
130,88,68,88,100,130,130,130,101,92,93,58,96,67,82;0
67,100,68,58,57,73,72,139;7
