57,82,75,62,75;6
100,106,106,106,96,141,142,106,106,142,142,142,118,142,142,142,142,142,142,142,118,142,118,142,142,142,142,118,118,90,118,118,118,118,118,118,118,118,118,118,118,118,90,118,118,90,118,118,118,99,99,99,90,99,99,90,99,94,94,94,94,94,141;11
62,81,62;6
125,125,78,84,84,84,84,52,96,52,78,52,69,69,69,69,78,78,79,67,78,83,68,125,125,66,59,54,78;1
92,75,130,130,68;1
130,68;1
78,73,83,51,80,53,55,63,84,70,66,70,138,132,80,63,63,70,138,132,73,72,55,70,91,131,131,131,59,66,131,131,131,131,131;12
137,82,75,92,140,104;6
142,88,68,68;1
67,67,57,100,88,68,75;7
93,62,92,62,141,90,67,75,141,90,141,90,75,57,96,55,84,73,145;6
130,88,68,57,130,67;1
141,90,142,91,137,137;11
70,66;10
93,67,79,100,93,93,101,58,58,57,82,96;0
140,53,84,91,137,91,143,139,143,84,91,137;8
68,80,61;9
58,57,57,82,68;1
71,101,91,57,58,68,67,68,58,57,68,96;7
75,57,96,55,84,73,145,60,60,60,137,91;5
70,140;10
88,68,80,91;9
140,137,73,55,94,91,84,55,84,95,55,91,137,72,137,55,84,84,137,55,53,70,91,137,84,62;3
96,81,58,131,137,81,88,68,131,131,101,131,82;5
100,88,68,130,130,141,142;1
92,94,106,90,141,142,139,91,137,70,80,91,91,126,137,91,91,143,143;4
53,80,91,91,137,91,137,58,57,100,140;1
100,68,139;1
58,57,68;1
130,100,88,68;1
88,68,58,68,88,57,68,58,67,88,139,130,81,68,101,140,140,140;7
100,68;1
101,93,100,67,79,93,93,130,67,57;0
130,100,68,101,91,137;1
119,61;9
58,68,88,67;7
84,100,68,84;1
141,142,68,88;1
131,119,59,73,105,55,84,131,70,91,137;5
68;1
67,58,57,81,100,101;1
70,66,88,68,57;7
54,93,72,67;0
67,82,75,75;6
100,67,57;0
100,139,101,58,68,67,88,68,88;7
71,100,88,68,130,80;1
92,82,131,137,55,75,75,131,62;5
100,137;1
70,132,132,70;10
137,91,70,80,70,66,69,70,80,91,63,70,94;12
130,100;1
101,67;1
84,72,73,70,135,91,73,58;5
57,70,141,142,95,54,54,93,93,79,93,66,59,66,141,142,54,54,54,54,54,54,54,54,54,54,141,142,54,54,54,54,66,70;11
75,62,82,71,66,63;6
66,70,91,90,141,142,72,95,70,143,70,54;12
100,68,73,72,131,137,92,53,84;3
88,68;1
100,68,81,101,93,137,93,58,57,67,93,58,68,88,57,67,100,68,67,76;0
58,68,57,67,130,139;1
62,75,81,131;6
86,146,82,90,141,142,67;11
59,70,70,141,90,142,66,70,141,142,59,59;11
