101,68;1
92,94,106,90,141,142,139,91,137,70,80,91,91,126,137,91,91,143,143;4
67,57,96,92,82,75;6
80,143,55,54;5
84,55,101,88,68,58,57,68,58,67,68,57,75;7
71,101,91,57,58,68,67,68,58,57,68,96;7
58,67,82,57,58,137,129;6
57,75,139;6
93,62,92,62,141,90,67,75,141,90,141,90,75,57,96,55,84,73,145;6
101,58,68,57,67;7
84,100,68,84;1
67,68;7
58,67,58,68,67,107,71,64;7
58,68,67,68,120,120;7
71,100,88,68,130,80;1
100,68,73,72,131,137,92,53,84;3
84,137,92,82,82,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84,52,52,70,52,70,52,52,52,52,52,60,60,60,60,60,60,60,60,60,60,60,60;10
55,84,131,131,72,107,73,72,58,68,88;5
100,139,101,58,68,67,88,68,88;7
58,57,68;1
75,62,82,71,66,63;6
131,119,140,140,91,140,140,140,119,73,97,80,91,55,84,131,59,91,137;5
88,68;1
131,119,59,73,105,55,84,131,70,91,137;5
88,68,80,91;9
139,140;2
101,100,88,68,96;1
58,57,88,58,62,68,75,96,88,101,88,57,139;0
80,91,139;9
62,67,93,67,57,100,93;0
54,93,72,67;0
101,100,67,58;1
70,140;2
58,57,73,72,84;8
88,68,58,68,57,101,139;7
67,82,62,81,100,93,67,57,140,93;0
140,137,73,55,94,91,84,55,84,95,55,91,137,72,137,55,84,84,137,55,53,70,91,137,84,62;3
100,68,73,72,131,137;1
72,73,55,84,72,72;8
100,68;1
100,67;1
93,100,68,67,93,101,58,88,68;0
88,68;1
73,58,88,68,57,57;7
139,130,88,68;1
93,93,93,93,55,80,91,137,96,84,91,141;4
70,66;10
67,100,101,57,58,67,82,71;1
96,68,58,100;1
137,91,91,137,91,137,143,143,131,91,137,131,84,131,55,84,131,91,91,137,73,131,131,80,91;4
100,88,68,130,130,141,142;1
93,93,67,57;0
100,67,57;0
140;2
71,66,63,57;10
81,79,79,139,70,57,58,59,66,57,96,58,57,104,82,82,62,57,70,137;0
91,126,137,91,143,143;3
131,137,130,55,131,137,55,84,137;3
68;1
130,100,68,58,57,130;1
82,57,58,67,68,57,58,68,68,146,139;7
100,68,139;1
96;1
75,146;6
90,141,68,84,72;8
108,108,108,100,57,82,108,146,75,131;6
140,137,131,53,84,131;3
75,53,55,84,73,145,60,60,137,91;5
130,100,68,88,81,101;1
137,72,131,72,84,131,72;5
67,88,68,80;7
130,88,68,57,130,67;1
67,93,88,68,88,68,88,68,137,88,68;12
130,88,68,79,88,68,88,68,58,57,79,79,79,53,55,84,91,91,143;12
140,73,143,137,55,143,84,143,84,137,91,137,80,91;3
120,84,72;8
84,100,68,92,62,58,67,67,68,57,86,75,135,91;6
130,93,79,67,68,100,108,88,61,93,79,58,108;12
101,67,130,139;1
75,96,67,79,100,86,57,68,68,58,105;6
130,96,100,68;1
94,94,94,94,72,98,95,138,54,51,83,101,93,78,67,79,96,93,93,93,93,93,93,93,93,101,58,57,67,79,93,93,93,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,54,93,93,93,54,93,93,93,93,96,140,140,54,54,137,91,137;0
68,80,61;9
129,80,137,137,91,84;9
78,73,83,51,80,53,55,63,84,70,66,70,138,132,80,63,63,70,138,132,73,72,55,70,91,131,131,131,59,66,131,131,131,131,131;12
141,90,84;11
88,68,58,57,73,72,84;1
130,68;1
54,93,81,61,67,101,93,93,93,67,58,57,100,96,92,82;0
67,100,68,58,57,73,72,139;7
81,100,88,68,137,131;1
53,80,75,141,90,141,90;11
54,54,143,143,143,143,143,143,143,143,143,143,140,143,80,143,91,126,144,126,137,91,135,135,61,61,61,61,61,61,61,137,61,137,137,91,137,78,78,135,135,61,135,135,135,135,135,135,135,135,54,54,84,78,125,54,135,135,135,135,78,54,78,78,125,125,137,91,70,55,131,53,131,131,80,131,131,52,63,55,139,139,139,131,131,131,54,139,131,131,54,131,131,131,131,91,137,105,91,131,99,139,70,87,87,87,87,63,51,51,80,83,83,83,83,83,78,78,78,78,78,78,125,125,125,63,125,125,55,125,53,72,72,72,72,72,72,138,84,52,69,52,91,138,138,141,138,138,138,135,78,135,51,87,125,125;3
96,81,58,131,137,81,88,68,131,131,101,131,82;5
84,55,80,63,53,70,70,141,90,142,140;12
140,80,91;9
131,84,72,131,72,80;8
57,82,75,62,75;6
100,88;1
120,66,141,142,90,100,67;11
88,68,80,91;1
90,141,142;11
72,73,72,105,83,93,120,80,81,91,137,84,91,101,93;4
137,91,137,80,91,101;9
100,68,81,101,93,137,93,58,57,67,93,58,68,88,57,67,100,68,67,76;0
101,57,58,68,88,139;7
57,100,98;1
143,84,140,58,68,88,57,91,67;1
140,104,120,137,130,55,91,137,52,100,88,130,137,84,137,137;4
119,61;9
130,57,101,139,140;1
67,82,75,75;6
140,96,88,68,88,67,68,57,58,88,57,88;7
86,146,82,90,141,142,67;11
92,82,131,137,55,75,75,131,62;5
143,68;1
101,93,100,67,79,93,93,130,67,57;0
100,137;1
57,139,54,54,57,55,53,126,91,143,143;4
140,73,55,70,94,84,70,141,90,130,57,130,53,93,73,72,126,91,137,91,73,72,131,70,91,91,131,91;3
90,93,142,67,93,93,93,67,57,96,92;0
72,84;8
130,101,57,58,68,139,75;7
53,80,91,91,137,91,137,58,57,100,140;1
70,66,88,68,57;7
58,68,88,67;7
140,104,95,53,84,53,91,80,61,91,107,92;9
67,67,57,100,88,68,75;7
87,78,125,100,68,96,57;1
120,101,58,130,68,88,130,130,67,130,130,57,79;7
84,141,90;11
58,68,88,68,57,58,57,88,68;7
75,139,58,57;7
58,68,88,96,67,58,71;7
54,54,63,80,91,55,80,84,80,91,137,70,66,95,130,137,91,55,84,55,143,143,70,53,84,70,91,91,144,55,84,54,54,70,55,91,144,137,55,54,54,54,53,84,91,59,91,137,53,143,53,143,91,143;3
100,70,129,70,84,53,55,80,59,135,66,137,72,83,83,68,79,137,139,92,129,141,90,142,129,91,54,54,53,137,137,61,73,91,137,91,129,129,54,54,84,70;3
82,88,100,90,141;11
81,53,84,80,70,73,95,59,66,66,66,66,76;17
61,98,59,66,54,54,57,96,57,81,58,62,75,55,84,73,145,137,55,91,137;5
58,68,88,57;1
140,139,130,57,58,57,130,88,68,100,88,68,96,93,130,96,131,92;0
68,72,73,51;8
73,72,58,68,88,57,101,88,68,139;7
88,68;1
130,101,68;1
130,100,88,88,88,130,130,57;1
58,57,80,59,66,95,63,106,94,53,84,52,55,80,70,90,141,91,137,91,91,126,91,137,91,143,90,142,143,142,70;3
57,101,58,68,88,57,88,130,67;7
130,88,88,88,130;1
84,135,81,53,84,80,70,73,95,59,66,66,66,66,76,91,126,137,53,91,143,143,80,91,137,91,140,140,59,70,90,141;12
62,81,62;6
130,100,68;1
73,72,91,53,91,137,53,129,91,129,80,91,137,53,55,84,91;4
58,57,57,82,68;1
140,90,141,142;11
101,88,68,140;1
68,107;1
57,100,82,75,82,75,84;6
75,57,96,55,84,73,145,60,60,60,137,91;5
68,67,88,58,57;1
96,101,88,88,68,88,68,88,88,57,58,88,88,57,88,130,96;7
73,140,140;2
88,68,59;1
66,70,91,90,141,142,72,95,70,143,70,54;12
98,55,91,137,84,53,84,129;8
62,75,81,131;6
120,92,75,130,88,68,101,130,140;1
90,141,81,142,84,81;11
100,88,68;1
67,58,57,81,100,101;1
130,88,68,140;1
141,142,90,141,90,141,90,142,141,142,68,88;11
131,137,55,84,131,91,80,91,137,131,91,137,91,131,131;5
68,88,100;1
80,51,91,137,91,84;9
130,88,130;1
66,141,90,142,88,68,68;11
96,120,53,80,63;9
57,100,88,68,75,86,75,92,101,139,140;6
101,57,58,68,139,75,75;6
54,54,54,54,58,57,68,57;7
54,54,54,137,129,55,53,55,84,53,55,84,53,91,91,137,129,72,137,56,54,54,54,54,137,53,70,54,54,54,54,54,129;17
82,66,70,137,137,82,82,82,82,82,82,82,82,82,140;6
100,68;1
108,93,101,71,67,58,93,93,93,93;0
58,68,57,67,130,139;1
140;2
100,106,106,106,96,141,142,106,106,142,142,142,118,142,142,142,142,142,142,142,118,142,118,142,142,142,142,118,118,90,118,118,118,118,118,118,118,118,118,118,118,118,90,118,118,90,118,118,118,99,99,99,90,99,99,90,99,94,94,94,94,94,141;11
130,100,88,68,81;1
141,90,142,91,137,137;11
132,135,91,66,81,70,81;10
143,84,143,143,143,59,66,143,140,84,55,80,84,137,92,82,82;3
53,55,84,80,84,91,70,59,95,59,59,70,70,141,90;10
91,88,68;1
140,53,84,91,137,91,143,139,143,84,91,137;8
140,57,58;7
140;2
59,73,72,70;10
84,53,91,91,137,143,61,143,91,91,144,135,91,137,135,135,91,144,137,91,84,140,140,137,55,137,84;3
82,130,82;6
81,139,140;2
140,101,68;1
131,100,88,139;1
141,142,68,88;1
140;2
93,100,67;1
57,137;1
82,96,75,57,101,58,68,57,88;7
141,90,142,90,141,142;11
139,130,101,67,67,58,68,88,100,88,68,139;7
84,72,73,70,135,91,73,58;5
100;1
140,55,84,91,91,143,143,84,91,91,143,143,84,91,137,91,131,131;3
125,125,78,84,84,84,84,52,96,52,78,52,69,69,69,69,78,78,79,67,78,83,68,125,125,66,59,54,78;1
73,61,73,141,90,139,79,80,91,137,84;9
90,141,142,142;11
91,140;2
82,82,62,75,146;6
88,68,84,72;8
137,91,70,80,70,66,69,70,80,91,63,70,94;12
82,67,57,67,80;9
70,140;10
120,131,100,88;8
57,70,141,142,95,54,54,93,93,79,93,66,59,66,141,142,54,54,54,54,54,54,54,54,54,54,141,142,54,54,54,54,66,70;11
140,75,131,75,131,140;8
130,67;1
57,58,68,139,88,139,67,88,68,67,88,68,133,100,75;7
75,75,75,68,75;6
142,88,68,68;1
140;2
130,71,100,88,68,139,100,88,68,88,130;1
101,67;1
130,100,68,101,91,137;1
