9,2,10,3,11,2,10,3,11,2,10,3,11,3,38;0
5,10,3,11,4,26,3,6,27,7,92,3,49,11,4;2
46,6,47,6,41,7,40,3,6,87,7,88,33,33,33;1
0,1,3,3,10,3,11,3,10,3,11,2,10,3,11;6
0,1,3,3,10,3,11,3,10,3,11,2,10,3,11;6
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;4
79,3,11,1,3,3,3,3,3,3,3,10,3,6,26;7
46,6,47,6,41,6,47,3,8,87,81,3,47,3,3;10
9,3,10,3,11,3,1,3,10,3,3,11,3,10,3;9
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;9
9,3,3,3,3,3,3,3,3,10,3,3,3,3,3;10
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;7
46,6,47,6,41,6,47,3,8,87,81,3,47,3,3;9
46,6,47,8,3,41,3,4,3,47,3,3,3,6,3;3
9,3,3,3,3,3,3,3,3,10,3,3,3,3,3;10
79,3,11,3,64,3,6,6,6,82,8,8,8,8,70;0
35,36,37,36,37,36,37,38,36,20,10,36,20,10,36;3
9,3,3,3,3,3,3,3,3,10,3,3,3,3,3;9
9,4,47,6,41,4,6,6,6,3,10,3,3,6,6;5
35,36,37,36,37,36,37,116,117,20,10,36,118,119,120;5
9,3,3,3,3,3,10,3,3,3,3,3,11,3,1;6
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;8
79,3,11,3,64,3,6,27,6,80,6,8,65,8,86;2
79,3,11,3,64,3,6,27,6,80,6,8,65,8,86;0
9,3,10,3,11,3,10,3,11,2,10,3,11,3,10;3
35,36,37,36,37,36,37,38,36,20,10,36,20,10,36;6
35,36,37,36,37,36,37,38,36,20,10,36,20,10,36;6
9,10,3,11,3,10,3,11,2,10,3,11,3,10,3;1
5,1,2,3,3,3,3,4,7,8,8,8,70,29,29;5
9,64,3,6,27,6,80,10,3,27,6,29,40,11,2;5
68,1,36,37,36,37,36,37,69,37,3,13,43,13,43;10
9,2,10,3,11,2,10,3,11,2,10,3,11,3,38;4
5,6,64,10,3,27,6,80,27,8,27,4,26,10,3;5
35,36,37,36,37,36,37,38,27;3
0,1,3,3,10,3,11,3,10,3,11,3,10,3,11;9
9,3,10,3,11,3,10,3,11,3,10,3,11,2,10;10
9,3,10,3,11,3,1,10,3,11,3,10,3,11,2;1
5,1,2,3,3,3,3,4,7,8,8,8,70,29,29;7
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;0
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;9
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;2
9,2,10,3,11,4,26,10,3,27,8,67,26,3,26;5
35,36,37,36,37,36,37,38,27;6
79,3,11,3,64,3,6,27,6,80,6,8,65,8,86;0
0,1,2,3,3,3,3,3,3,3,3,3,3,3,4;9
51,48,6,8,8,52,29,21,8,29,91,34,84,29,34;4
9,2,10,3,11,4,26,10,3,27,8,67,26,3,26;5
0,1,2,3,3,3,3,3,3,3,3,3,4,6,6;1
9,3,10,3,11,3,1,10,3,11,3,10,3,11,2;6
9,10,3,11,3,10,3,11,3,10,3,11,2,10,3;9
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;3
46,6,47,6,41,7,40,3,8,87,81,3,47,3,33;8
0,1,3,3,10,3,11,3,10,3,11,2,10,3,11;8
9,10,3,11,3,10,3,11,3,10,3,11,2,10,3;9
9,10,3,11,3,10,3,11,3,10,3,11,2,10,3;9
9,3,10,3,11,3,10,3,11,2,10,3,11,3,10;6
58,43,29,29,93,29,94,47,8,95,96,37,41,96,36;7
5,3,3,3,3,4,6,6,6,6,7,8,8,8,8;2
46,4,47,8,3,41,3,89,3,37,3,3,3,8,3;5
79,3,11,3,64,3,6,27,6,80,6,8,65,8,86;2
39,14,8,8,36,40,10,41,40,11,141,37,87,98,89;5
9,3,3,3,3,3,10,3,3,3,3,3,11,3,1;1
9,2,10,3,11,4,26,10,3,27,8,67,26,3,26;7
9,4,47,6,41,4,6,6,6,3,10,3,3,6,6;5
35,36,37,36,37,36,37,38,27;8
9,10,3,11,3,10,3,11,2,10,3,11,3,10,6;3
46,6,47,6,41,6,47,3,8,87,7,40,33,3,6;9
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;9
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;5
5,3,3,3,3,4,6,6,6,6,7,8,8,8,8;2
71,2,27,26,33,33,123,33,124,3,50,33,66,64,125;4
9,64,10,3,27,6,8,80,26,27,65,4,10,3,65;5
71,2,27,26,33,33,123,33,124,3,50,33,66,64,125;2
24,25,26,3,6,27,28,21,8,29,30,31,60,34,59;2
9,10,3,11,3,10,3,11,2,10,3,11,3,10,3;8
24,25,26,3,6,27,28,21,8,29,30,31,60,34,59;0
0,1,2,3,3,3,3,3,3,3,4,3,3,3,3;3
9,2,3,3,3,3,64,3,6,6,6,7,8,65,8;2
46,6,47,8,3,41,3,4,3,47,3,3,3,6,3;3
39,14,8,8,36,40,10,41,40,11,42,43,44,45,6;6
9,10,3,11,3,10,3,11,2,10,3,11,3,10,6;3
0,1,3,3,10,3,11,3,10,3,11,2,10,3,11;6
9,3,10,3,11,3,10,3,11,3,10,3,11,2,10;10
5,6,64,10,3,27,6,80,27,8,27,4,26,10,3;5
9,2,3,3,3,3,4,6,6,26,3,7,8,8,8;2
58,21,8,29,29,54,59,60,34,59,61,63,55,113,63;0
9,2,10,3,11,4,26,10,3,27,8,67,26,3,26;7
24,25,26,3,6,27,28,21,8,29,30,83,84,85,3;2
46,6,47,6,41,6,47,3,8,87,7,40,33,6,3;10
5,10,3,11,4,26,3,6,27,7,48,49,3,6,33;0
46,4,47,8,3,41,3,89,3,37,3,3,3,8,3;5
9,10,3,11,3,10,3,11,2,10,3,11,3,10,6;3
79,3,11,3,64,3,6,27,6,80,6,8,65,6,80;4
9,3,3,3,3,3,3,3,3,10,3,3,3,3,3;3
5,3,3,3,3,4,6,6,6,6,7,8,8,8,8;4
46,6,47,6,41,6,47,3,8,87,7,40,33,3,6;9
58,21,8,29,29,54,59,60,34,59,61,62,63,55,62;2
9,3,10,3,11,3,1,3,10,3,3,11,3,10,3;1
24,25,26,3,6,27,28,21,8,29,30,31,60,34,59;2
9,2,10,3,11,4,26,10,3,27,8,67,26,3,6;7
46,6,47,6,41,6,47,3,8,87,81,3,47,3,3;9
46,6,47,8,3,41,3,4,3,47,3,3,3,6,3;6
9,10,3,11,3,10,3,11,2,10,3,11,3,10,3;8
68,1,36,37,36,37,36,37,69,37,3,13,43,13,43;3
0,1,3,3,10,3,11,3,10,3,11,3,10,3,11;10
58,43,29,29,93,29,94,47,8,95,96,37,41,96,36;7
46,6,47,6,41,7,40,3,50,33,122,33,4,47,6;8
